k_base,mag2,is_kmax,is_kfp,in_noise_win,thr
2.387500000000000000e+01,1.960024671953320866e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.400000000000000000e+01,1.962851595286428578e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.412500000000000000e+01,2.251781244238013211e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.425000000000000000e+01,2.809421928102604144e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.437500000000000000e+01,3.609928700219014214e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.450000000000000000e+01,4.600764780097415347e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.462500000000000000e+01,5.695498535972509251e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.475000000000000000e+01,6.776173903626906354e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.487500000000000000e+01,7.702611627368006689e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.500000000000000000e+01,8.327120213037512357e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.512500000000000000e+01,8.514574871046350256e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.525000000000000000e+01,8.167795573023117962e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.537500000000000000e+01,7.256040297466203997e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.550000000000000000e+01,5.841249198690254805e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.562500000000000000e+01,4.094375262761404241e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.575000000000000000e+01,2.294376125372972437e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.587500000000000000e+01,8.056072920323627425e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.600000000000000000e+01,3.437201058364968174e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.612500000000000000e+01,3.703674468025586885e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.625000000000000000e+01,2.122095181880247405e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.637500000000000000e+01,5.456390733126109782e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.650000000000000000e+01,1.035157922633587731e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.662500000000000000e+01,1.657233421291274633e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.675000000000000000e+01,2.367263566357025945e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.687500000000000000e+01,3.103094755365848139e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.700000000000000000e+01,3.791795194027821464e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.712500000000000000e+01,4.359131027014290791e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.725000000000000000e+01,4.740465239167668032e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.737500000000000000e+01,4.891150257927531553e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.750000000000000000e+01,4.794209765279468038e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.762500000000000000e+01,4.463432588252092632e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.775000000000000000e+01,3.940953548826211199e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.787500000000000000e+01,3.289732564781975221e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.800000000000000000e+01,2.582634145654614651e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.812500000000000000e+01,1.890609312540841776e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.825000000000000000e+01,1.272523668787082985e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.837500000000000000e+01,7.684861833076895172e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.850000000000000000e+01,3.974151378792500559e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.862500000000000000e+01,1.584618072811794635e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.875000000000000000e+01,3.516357283377131533e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.887500000000000000e+01,9.674816670573403821e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.900000000000000000e+01,2.496088428941639296e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.912500000000000000e+01,7.702540294723253268e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.925000000000000000e+01,1.319556020873951185e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.937500000000000000e+01,1.722465894266288708e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.950000000000000000e+01,1.893108201231790700e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.962500000000000000e+01,1.829811278204911327e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.975000000000000000e+01,1.594102886160501521e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
2.987500000000000000e+01,1.278739606712803452e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.000000000000000000e+01,9.737028815693065792e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.012500000000000000e+01,7.407452823795843659e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.025000000000000000e+01,6.050747799789348525e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.037500000000000000e+01,5.673159809759933987e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.050000000000000000e+01,6.318724855094109821e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.062500000000000000e+01,8.419494390868151813e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.075000000000000000e+01,1.309010773020404274e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.087500000000000000e+01,2.226053673179196743e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.100000000000000000e+01,3.858773534541122060e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.112500000000000000e+01,6.514421105486665799e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.125000000000000000e+01,1.049297059583735847e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.137500000000000000e+01,1.602817094611422787e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.150000000000000000e+01,2.322736331260939071e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.162500000000000000e+01,3.201943506221094756e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.175000000000000000e+01,4.212047367249988788e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.187500000000000000e+01,5.302624772956365936e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.200000000000000000e+01,6.403852731904673069e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.212500000000000000e+01,7.432751259310840298e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.225000000000000000e+01,8.302538227020150820e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.237500000000000000e+01,8.933784687371597202e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.250000000000000000e+01,9.265433666931277351e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.262500000000000000e+01,9.263571981428884571e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.275000000000000000e+01,8.926244042699114218e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.287500000000000000e+01,8.283470705584915878e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.300000000000000000e+01,7.392698249592972982e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.312500000000000000e+01,6.330802603555318691e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.325000000000000000e+01,5.184254747014781830e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.337500000000000000e+01,4.039056080592305333e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.350000000000000000e+01,2.971717864518812367e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.362500000000000000e+01,2.042126187882893146e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.375000000000000000e+01,1.288800779143375211e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.387500000000000000e+01,7.268757571364307292e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.400000000000000000e+01,3.490065806398928057e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.412500000000000000e+01,1.291824811738795230e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.425000000000000000e+01,2.900684955484798757e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.437500000000000000e+01,5.462549470281232638e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.450000000000000000e+01,1.871275932676708411e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.462500000000000000e+01,3.834852960817010237e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.475000000000000000e+01,4.682725337949200662e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.487500000000000000e+01,3.959639991896024565e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.500000000000000000e+01,2.231278502881599169e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.512500000000000000e+01,6.311699500868150906e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.525000000000000000e+01,3.786738395680590643e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.537500000000000000e+01,2.393928464067236506e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.550000000000000000e+01,7.079312203300877788e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.562500000000000000e+01,1.427230145306828420e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.575000000000000000e+01,2.332812100654835438e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.587500000000000000e+01,3.327499334390412127e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.600000000000000000e+01,4.299517816442998570e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.612500000000000000e+01,5.140480286261103850e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.625000000000000000e+01,5.761819127591264649e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.637500000000000000e+01,6.108156949450580685e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.650000000000000000e+01,6.165298949801525649e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.662500000000000000e+01,5.960330138198896234e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.675000000000000000e+01,5.552692961398625128e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.687500000000000000e+01,5.017970523583869100e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.700000000000000000e+01,4.429096897038806545e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.712500000000000000e+01,3.841121017892789518e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.725000000000000000e+01,3.284389173556166765e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.737500000000000000e+01,2.767428241045260594e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.750000000000000000e+01,2.286607557968285758e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.762500000000000000e+01,1.836996277019467457e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.775000000000000000e+01,1.419129210548012710e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.787500000000000000e+01,1.039479950409011106e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.800000000000000000e+01,7.066204377791171648e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.812500000000000000e+01,4.280253730962547589e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.825000000000000000e+01,2.126348408266605871e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.837500000000000000e+01,8.155448889305091084e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.850000000000000000e+01,8.512987214947117358e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.862500000000000000e+01,3.212120120027641813e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.875000000000000000e+01,9.482845639109687946e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.887500000000000000e+01,2.188385594933100523e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.900000000000000000e+01,4.317221828980487140e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.912500000000000000e+01,7.640908367922044007e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.925000000000000000e+01,1.245949835228349583e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.937500000000000000e+01,1.901745461165548092e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.950000000000000000e+01,2.744213428245737224e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.962500000000000000e+01,3.767480189947269934e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.975000000000000000e+01,4.940478467278370910e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
3.987500000000000000e+01,6.202410575338300762e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.000000000000000000e+01,7.462364822012135853e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.012500000000000000e+01,8.604906541328432928e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.025000000000000000e+01,9.502379433936998456e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.037500000000000000e+01,1.003295167053568673e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.050000000000000000e+01,1.010162013799779837e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.062500000000000000e+01,9.660071898948580397e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.075000000000000000e+01,8.720998912465907562e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.087500000000000000e+01,7.363341214124762110e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.100000000000000000e+01,5.726761218385060848e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.112500000000000000e+01,3.995888183958748961e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.125000000000000000e+01,2.376889587840472172e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.137500000000000000e+01,1.070240194716200668e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.150000000000000000e+01,2.439697464540375496e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.162500000000000000e+01,1.126558445265251592e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.175000000000000000e+01,4.153560221236783764e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.187500000000000000e+01,1.423403152070896022e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.200000000000000000e+01,2.929910797956973535e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.212500000000000000e+01,4.769020422180149680e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.225000000000000000e+01,6.734078625962896701e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.237500000000000000e+01,8.602065960696142369e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.250000000000000000e+01,1.015995373213925129e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.262500000000000000e+01,1.122987788577163598e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.275000000000000000e+01,1.169020931610833126e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.287500000000000000e+01,1.149009839595298494e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.300000000000000000e+01,1.065576051828113244e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.312500000000000000e+01,9.287542983344738024e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.325000000000000000e+01,7.547644828756061716e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.337500000000000000e+01,5.639311401607385844e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.350000000000000000e+01,3.779469660611840142e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.362500000000000000e+01,2.168072339025550255e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.375000000000000000e+01,9.586347600594395099e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.387500000000000000e+01,2.351358209662506788e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.400000000000000000e+01,1.273231101484042975e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.412500000000000000e+01,1.772633344920224871e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.425000000000000000e+01,6.286500689091566944e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.437500000000000000e+01,1.184040514270390765e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.450000000000000000e+01,1.675911700990638238e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.462500000000000000e+01,1.972834469846544440e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.475000000000000000e+01,2.003878656860841009e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.487500000000000000e+01,1.769066289743499151e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.500000000000000000e+01,1.334420452629685686e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.512500000000000000e+01,8.138798948808426777e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.525000000000000000e+01,3.431727502794863900e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.537500000000000000e+01,5.195691434950794827e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.550000000000000000e+01,4.001789305135886441e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.562500000000000000e+01,3.614985716377756760e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.575000000000000000e+01,1.018763936185127789e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.587500000000000000e+01,1.965318770507275072e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.600000000000000000e+01,3.115687692007589239e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.612500000000000000e+01,4.359482669579326555e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.625000000000000000e+01,5.576897176026569906e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.637500000000000000e+01,6.653328357423808777e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.650000000000000000e+01,7.491501667165641600e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.662500000000000000e+01,8.020191745619014800e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.675000000000000000e+01,8.199292009976728813e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.687500000000000000e+01,8.021493579452737294e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.700000000000000000e+01,7.511108595999288723e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.712500000000000000e+01,6.720575912719439153e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.725000000000000000e+01,5.724982369925984174e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.737500000000000000e+01,4.614701581940025733e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.750000000000000000e+01,3.486228145929517373e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.762500000000000000e+01,2.431625232712852368e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.775000000000000000e+01,1.527662282907181579e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.787500000000000000e+01,8.264154125643187622e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
4.800000000000000000e+01,3.494215850499182818e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714775706850565418e-04
