freq_hz,psd_desired_dBm_per_MHz,psd_interferer_dBm_per_MHz,psd_mixed_dBm_per_MHz
-2.389968750000000000e+08,-1.522491112655753795e+02,-2.100000000000000000e+02,-1.522491112655464462e+02
-2.388750000000000000e+08,-1.586615812512508228e+02,-2.100000000000000000e+02,-1.586615812512317518e+02
-2.387531250000000000e+08,-1.618834503443993356e+02,-2.100000000000000000e+02,-1.618834503444424513e+02
-2.386312500000000000e+08,-1.612432118661527909e+02,-2.100000000000000000e+02,-1.612432118661972140e+02
-2.385093750000000000e+08,-1.605076624508844816e+02,-2.100000000000000000e+02,-1.605076624508954808e+02
-2.383875000000000000e+08,-1.598017324214782491e+02,-2.100000000000000000e+02,-1.598017324214462178e+02
-2.382656250000000000e+08,-1.590026184556476778e+02,-2.100000000000000000e+02,-1.590026184555810858e+02
-2.381437500000000000e+08,-1.582502916240630384e+02,-2.100000000000000000e+02,-1.582502916239658930e+02
-2.380218750000000000e+08,-1.577269683645615146e+02,-2.100000000000000000e+02,-1.577269683644635450e+02
-2.379000000000000000e+08,-1.575716308525584850e+02,-2.100000000000000000e+02,-1.575716308524579006e+02
-2.377781250000000000e+08,-1.578144637965243362e+02,-2.100000000000000000e+02,-1.578144637964256844e+02
-2.376562500000000000e+08,-1.583630270071286077e+02,-2.100000000000000000e+02,-1.583630270070276538e+02
-2.375343750000000000e+08,-1.591210325089722915e+02,-2.100000000000000000e+02,-1.591210325088640047e+02
-2.374125000000000000e+08,-1.601705446541539004e+02,-2.100000000000000000e+02,-1.601705446540493938e+02
-2.372906250000000000e+08,-1.617456787823317086e+02,-2.100000000000000000e+02,-1.617456787822173396e+02
-2.371687500000000000e+08,-1.639471072886470608e+02,-2.100000000000000000e+02,-1.639471072885622220e+02
-2.370468750000000000e+08,-1.665421210667826699e+02,-2.100000000000000000e+02,-1.665421210667863647e+02
-2.369250000000000000e+08,-1.677835850927781394e+02,-2.100000000000000000e+02,-1.677835850929778303e+02
-2.368031250000000000e+08,-1.620024568827107032e+02,-2.100000000000000000e+02,-1.620024568828497991e+02
-2.366812500000000000e+08,-1.551289023959299413e+02,-2.100000000000000000e+02,-1.551289023960040936e+02
-2.365593750000000000e+08,-1.498880300686772387e+02,-2.100000000000000000e+02,-1.498880300687291083e+02
-2.364375000000000000e+08,-1.459922439258133124e+02,-2.100000000000000000e+02,-1.459922439258549787e+02
-2.363156250000000000e+08,-1.431437482086594173e+02,-2.100000000000000000e+02,-1.431437482086944328e+02
-2.361937500000000000e+08,-1.411584235403385037e+02,-2.100000000000000000e+02,-1.411584235403699381e+02
-2.360718750000000000e+08,-1.399250132069587380e+02,-2.100000000000000000e+02,-1.399250132069876713e+02
-2.359500000000000000e+08,-1.393787282516859136e+02,-2.100000000000000000e+02,-1.393787282517132553e+02
-2.358281250000000000e+08,-1.394877856642771974e+02,-2.100000000000000000e+02,-1.394877856643038285e+02
-2.357062500000000000e+08,-1.402476275518945386e+02,-2.100000000000000000e+02,-1.402476275519211413e+02
-2.355843750000000000e+08,-1.416805947147238385e+02,-2.100000000000000000e+02,-1.416805947147505549e+02
-2.354625000000000000e+08,-1.438412191488138205e+02,-2.100000000000000000e+02,-1.438412191488412191e+02
-2.353406250000000000e+08,-1.468302243305387833e+02,-2.100000000000000000e+02,-1.468302243305680577e+02
-2.352187500000000000e+08,-1.508269682855313647e+02,-2.100000000000000000e+02,-1.508269682855638223e+02
