freq_hz,psd_desired_db_per_hz,psd_interferer_db_per_hz,psd_mixed_db_per_hz
-2.422875000000000000e+08,-2.090451307311170410e+02,-2.998146058410931687e+02,-1.312296708085936245e+02
-2.421656250000000000e+08,-2.093244702400074857e+02,-2.997484712416104458e+02,-1.308651748498139966e+02
-2.420437500000000000e+08,-2.090562196999188416e+02,-2.997376528083976268e+02,-1.306250145101927558e+02
-2.419218750000000000e+08,-2.085334019793207858e+02,-2.998018223377837899e+02,-1.303834288958043999e+02
-2.418000000000000000e+08,-2.079568777898792860e+02,-2.998131132011739055e+02,-1.299982696449630453e+02
-2.416781250000000000e+08,-2.076680712058893050e+02,-2.997480153113444885e+02,-1.294567690476345376e+02
-2.415562500000000000e+08,-2.079631517222188108e+02,-2.997340077711613162e+02,-1.289044720753634294e+02
-2.414343750000000000e+08,-2.089958910911623775e+02,-2.997970078636604399e+02,-1.285229816004227530e+02
-2.413125000000000000e+08,-2.106551920712708466e+02,-2.998114813291356313e+02,-1.284028319441324868e+02
-2.411906250000000000e+08,-2.119691816349291003e+02,-2.997474875598682047e+02,-1.284803243031915372e+02
-2.410687500000000000e+08,-2.117430766251023329e+02,-2.997302815339374433e+02,-1.285458587349768607e+02
-2.409468750000000000e+08,-2.114570770407966904e+02,-2.997920453232773070e+02,-1.283758473651441250e+02
-2.408250000000000000e+08,-2.119618656848371643e+02,-2.998097083700166650e+02,-1.278352364799598462e+02
-2.407031250000000000e+08,-2.071729142081836130e+02,-2.997468869672617870e+02,-1.266556351312341633e+02
-2.405812500000000000e+08,-2.002173910283709688e+02,-2.997264725023754295e+02,-1.244785104810233776e+02
-2.404593750000000000e+08,-1.949688431984031354e+02,-2.997869323773006158e+02,-1.216006670218508248e+02
-2.403375000000000000e+08,-1.911360608637255609e+02,-2.998077923619505327e+02,-1.187583474689554066e+02
-2.402156250000000000e+08,-1.883657651957671533e+02,-2.997462124500752907e+02,-1.164015857030253471e+02
-2.400937500000000000e+08,-1.864566607638371352e+02,-2.997225790241849950e+02,-1.146819649180124827e+02
-2.399718750000000000e+08,-1.852963332659690536e+02,-2.997816665875444073e+02,-1.136332405527472531e+02
-2.398500000000000000e+08,-1.848244764495688912e+02,-2.998057312344136562e+02,-1.132629871781561093e+02
-2.397281250000000000e+08,-1.850156841331162241e+02,-2.997454628626830981e+02,-1.135869598493042645e+02
-2.396062500000000000e+08,-1.858724428480048800e+02,-2.997185993896517857e+02,-1.146444856284391420e+02
-2.394843750000000000e+08,-1.874244878018751024e+02,-2.997762454157537491e+02,-1.165092155619100538e+02
-2.393625000000000000e+08,-1.897338775094004291e+02,-2.998035228074509746e+02,-1.192871093126873916e+02
-2.392406250000000000e+08,-1.929072967654344666e+02,-2.997446369932283687e+02,-1.229891818245444171e+02
-2.391187500000000000e+08,-1.971161674052804642e+02,-2.997145318263254126e+02,-1.266220451553007820e+02
-2.389968750000000000e+08,-2.025822159107594871e+02,-2.997706662247745726e+02,-1.273702554386904637e+02
-2.388750000000000000e+08,-2.089426900336330277e+02,-2.998011647893129634e+02,-1.262935125994886505e+02
-2.387531250000000000e+08,-2.121422521203961082e+02,-2.997437335622705632e+02,-1.256603553651700906e+02
-2.386312500000000000e+08,-2.115171997413800682e+02,-2.997103744994024623e+02,-1.257303233529373472e+02
-2.385093750000000000e+08,-2.107843904585383825e+02,-2.997649262687890541e+02,-1.263004712730011647e+02
-2.383875000000000000e+08,-2.101007710232026398e+02,-2.997986547731760538e+02,-1.271977331981289296e+02
-2.382656250000000000e+08,-2.093304080018226045e+02,-2.997427512235850031e+02,-1.283430661232838759e+02
-2.381437500000000000e+08,-2.085885348321999686e+02,-2.997061255140055778e+02,-1.296937060720442219e+02
-2.380218750000000000e+08,-2.080556093838179663e+02,-2.997590227011869501e+02,-1.311328570021394455e+02
-2.379000000000000000e+08,-2.078818301214240591e+02,-2.997959902363873539e+02,-1.324074749535611772e+02
-2.377781250000000000e+08,-2.081072746642430502e+02,-2.997416885589256594e+02,-1.332475321269120059e+02
-2.376562500000000000e+08,-2.086462321575185968e+02,-2.997017829081652280e+02,-1.335917935329672730e+02
-2.375343750000000000e+08,-2.094058018385231890e+02,-2.997529525658353009e+02,-1.335444367628728344e+02
-2.374125000000000000e+08,-2.104638067886128283e+02,-2.997931685364658279e+02,-1.331571345542154177e+02
-2.372906250000000000e+08,-2.120410771727665633e+02,-2.997405440773115401e+02,-1.324522994679473982e+02
-2.371687500000000000e+08,-2.142158322934382682e+02,-2.996973446510899635e+02,-1.315888914105869958e+02
-2.370468750000000000e+08,-2.167346315685116735e+02,-2.997467127990694848e+02,-1.308501192408341751e+02
-2.369250000000000000e+08,-2.179193147687631438e+02,-2.997901869122268863e+02,-1.305010914782694726e+02
-2.368031250000000000e+08,-2.122281027740875174e+02,-2.997393162149688806e+02,-1.306980221268907485e+02
-2.366812500000000000e+08,-2.053765792662754563e+02,-2.996928086463195200e+02,-1.313772355589408392e+02
-2.365593750000000000e+08,-2.001399961899451512e+02,-2.997403002243545416e+02,-1.319125517936187748e+02
-2.364375000000000000e+08,-1.962461406441906604e+02,-2.997870424726315264e+02,-1.311396044689619771e+02
-2.363156250000000000e+08,-1.933986389109306003e+02,-2.997380033294739405e+02,-1.291693699640564432e+02
-2.361937500000000000e+08,-1.914136040380960253e+02,-2.996881727259550416e+02,-1.271980753357359362e+02
-2.360718750000000000e+08,-1.901799714201663392e+02,-2.997337115579534270e+02,-1.258219014062164121e+02
-2.359500000000000000e+08,-1.896331688077013666e+02,-2.997837322075200746e+02,-1.251673739341036651e+02
-2.358281250000000000e+08,-1.897416327587902458e+02,-2.997366036992316367e+02,-1.252367597868418159e+02
-2.357062500000000000e+08,-1.905010012969140689e+02,-2.996834346479085980e+02,-1.260046387140336037e+02
-2.355843750000000000e+08,-1.919337465759651025e+02,-2.997269433912639442e+02,-1.273844226112384490e+02
-2.354625000000000000e+08,-1.940943841788833311e+02,-2.997802529700804257e+02,-1.290434088937873298e+02
-2.353406250000000000e+08,-1.970832901579564407e+02,-2.997351155216979919e+02,-1.301211914998532109e+02
-2.352187500000000000e+08,-2.010787168161157012e+02,-2.996785920970466464e+02,-1.298666778760151601e+02
-2.350968750000000000e+08,-2.064167142627142937e+02,-2.997199922069136164e+02,-1.288438818048189773e+02
-2.349750000000000000e+08,-2.137630282876430954e+02,-2.997766014874607663e+02,-1.278891193810239457e+02
-2.348531250000000000e+08,-2.211746359152675439e+02,-2.997335369135738006e+02,-1.273085315147255869e+02
-2.347312500000000000e+08,-2.174810198558969319e+02,-2.996736426833306268e+02,-1.271353678638103020e+02
-2.346093750000000000e+08,-2.134981583169224280e+02,-2.997128543649289441e+02,-1.273435169049423052e+02
-2.344875000000000000e+08,-2.106195055826061946e+02,-2.997727743479474611e+02,-1.279116504868304958e+02
-2.343656250000000000e+08,-2.086207563419649205e+02,-2.997318658978261965e+02,-1.288224163411717598e+02
-2.342437500000000000e+08,-2.074132348025559622e+02,-2.996685839312444273e+02,-1.300210306743764761e+02
-2.341218750000000000e+08,-2.068704163716259643e+02,-2.997055260982078266e+02,-1.313233092362725642e+02
-2.340000000000000000e+08,-2.068119720927159619e+02,-2.997687679999113470e+02,-1.323101478110594371e+02
-2.338781250000000000e+08,-2.070055903377786990e+02,-2.997301004169295311e+02,-1.325017502805533525e+02
-2.337562500000000000e+08,-2.072683585869336298e+02,-2.996634132945697502e+02,-1.319124972001715719e+02
-2.336343750000000000e+08,-2.076478844092301017e+02,-2.996980035255372741e+02,-1.310087137112584230e+02
-2.335125000000000000e+08,-2.084111038397803100e+02,-2.997645787543343090e+02,-1.301546804413742393e+02
-2.333906250000000000e+08,-2.097733050414287845e+02,-2.997282383128357424e+02,-1.294769850053660889e+02
-2.332687500000000000e+08,-2.115591612156023587e+02,-2.996581281317648404e+02,-1.289787869747295872e+02
-2.331468750000000000e+08,-2.130267746334146466e+02,-2.996902826286625441e+02,-1.286367267175331222e+02
-2.330250000000000000e+08,-2.123265532981318415e+02,-2.997602027744651423e+02,-1.284425880636858608e+02
-2.329031250000000000e+08,-2.071306934191539426e+02,-2.997262773418613051e+02,-1.283801391006904282e+02
-2.327812500000000000e+08,-2.010524326091074840e+02,-2.996527257259095904e+02,-1.283293209070924377e+02
-2.326593750000000000e+08,-1.961078768841848046e+02,-2.996823592645916392e+02,-1.279674983425901758e+02
-2.325375000000000000e+08,-1.923164057130396145e+02,-2.997556360745696793e+02,-1.269468204857029292e+02
-2.324156250000000000e+08,-1.894898697736242070e+02,-2.997242151529450780e+02,-1.253626094857745557e+02
-2.322937500000000000e+08,-1.874837016014220410e+02,-2.996472032626154487e+02,-1.236862426563735085e+02
-2.321718750000000000e+08,-1.862025996906983778e+02,-2.996742291558975921e+02,-1.223010862300071580e+02
-2.320500000000000000e+08,-1.855870624265731976e+02,-2.997508745179122798e+02,-1.213851715402692548e+02
-2.319281250000000000e+08,-1.856034228192817750e+02,-2.997220493007216078e+02,-1.209960435588360070e+02
-2.318062500000000000e+08,-1.862379536117439898e+02,-2.996415578433355904e+02,-1.211323864171765194e+02
-2.316843750000000000e+08,-1.874938476989787546e+02,-2.996658878909466353e+02,-1.217446250831238785e+02
-2.315625000000000000e+08,-1.893903578290491510e+02,-2.997459138126482685e+02,-1.227082467127064831e+02
-2.314406250000000000e+08,-1.919642633687675186e+02,-2.997197772322067522e+02,-1.237904424340342473e+02
-2.313187500000000000e+08,-1.952757027684097579e+02,-2.996357864699907623e+02,-1.247095602601406199e+02
-2.311968750000000000e+08,-1.994241174460860293e+02,-2.996573309177261422e+02,-1.253574027209863004e+02
-2.310750000000000000e+08,-2.045660914667699899e+02,-2.997407495053573712e+02,-1.259125482419948696e+02
-2.309531250000000000e+08,-2.105297921663086527e+02,-2.997173962867927912e+02,-1.266300487404377861e+02
-2.308312500000000000e+08,-2.133551329108262280e+02,-2.996298860501404988e+02,-1.276123242636125212e+02
-2.307093750000000000e+08,-2.112453089261865671e+02,-2.996485535429838478e+02,-1.287279093908221910e+02
-2.305875000000000000e+08,-2.093533893745849923e+02,-2.997353769774543935e+02,-1.296492131113277253e+02
-2.304656250000000000e+08,-2.083311119286038888e+02,-2.997149036914588578e+02,-1.301059689476751373e+02
-2.303437500000000000e+08,-2.079003633814226646e+02,-2.996238533926693322e+02,-1.301642534817256660e+02
-2.302218750000000000e+08,-2.078277909716888985e+02,-2.996395509341401748e+02,-1.300804633689913032e+02
-2.301000000000000000e+08,-2.079890660631368178e+02,-2.997297914505601284e+02,-1.300298164389517410e+02
-2.299781250000000000e+08,-2.083831181733432345e+02,-2.997122965619404908e+02,-1.300738256077745802e+02
-2.298562500000000000e+08,-2.091036208305560251e+02,-2.996176852002686815e+02,-1.302187144389415323e+02
-2.297343750000000000e+08,-2.102764285682962964e+02,-2.996303181025839422e+02,-1.304207754448955257e+02
-2.296125000000000000e+08,-2.119441609532657651e+02,-2.997239879646708687e+02,-1.305522131764269886e+02
-2.294906250000000000e+08,-2.137682118193241081e+02,-2.997095718891289948e+02,-1.304116673755012243e+02
-2.293687500000000000e+08,-2.148300480925214799e+02,-2.996113780710403489e+02,-1.298318349926341284e+02
-2.292468750000000000e+08,-2.150230428887146559e+02,-2.996208499140791446e+02,-1.287891412195196494e+02
-2.291250000000000000e+08,-2.152007000733918289e+02,-2.997179613883150182e+02,-1.273851070265641994e+02
-2.290031250000000000e+08,-2.131448717966033541e+02,-2.997067265418700117e+02,-1.257623246542808459e+02
-2.288812500000000000e+08,-2.076847762564005677e+02,-2.996049284929229088e+02,-1.240528499605045454e+02
-2.287593750000000000e+08,-2.025606539100344321e+02,-2.996111410791360186e+02,-1.223604008192168493e+02
-2.286375000000000000e+08,-1.986012207816335149e+02,-2.997117064100402217e+02,-1.207645725925641784e+02
-2.285156250000000000e+08,-1.956307320672302126e+02,-2.997037572647602133e+02,-1.193366216178164763e+02
-2.283937500000000000e+08,-1.934615175749987657e+02,-2.995983328414198468e+02,-1.181498864346695825e+02
-2.282718750000000000e+08,-1.919668752993802059e+02,-2.996011861498587905e+02,-1.172783468589119735e+02
-2.281500000000000000e+08,-1.910643639403208454e+02,-2.997052175311631572e+02,-1.167898596010091836e+02
-2.280281250000000000e+08,-1.907011622207461414e+02,-2.997006606655174892e+02,-1.167410342516157300e+02
-2.279062500000000000e+08,-1.908466946749385329e+02,-2.995915873750264495e+02,-1.171737298306274226e+02
-2.277843750000000000e+08,-1.914913623222500973e+02,-2.995909795171929773e+02,-1.181066809424149398e+02
-2.276625000000000000e+08,-1.926512925891687189e+02,-2.996984890649746376e+02,-1.195095670784840678e+02
-2.275406250000000000e+08,-1.943807397491786446e+02,-2.996974332205867313e+02,-1.212433016764286009e+02
-2.274187500000000000e+08,-1.967959489255694905e+02,-2.995846882321191629e+02,-1.229931647353394908e+02
-2.272968750000000000e+08,-2.001110917582579702e+02,-2.995805154063323243e+02,-1.243866218987513292e+02
-2.271750000000000000e+08,-2.045614295203146753e+02,-2.996915151262257382e+02,-1.253897886338910581e+02
-2.270531250000000000e+08,-2.085169178995084849e+02,-2.996940712561353735e+02,-1.263515610147761947e+02
-2.269312500000000000e+08,-2.068449393861576198e+02,-2.995776314245864569e+02,-1.275476202916775890e+02
-2.268093750000000000e+08,-2.038226218237562080e+02,-2.995697878758165302e+02,-1.288740410631353370e+02
-2.266875000000000000e+08,-2.016507488656080511e+02,-2.996842896366473497e+02,-1.298230524235160317e+02
-2.265656250000000000e+08,-2.000852347057323755e+02,-2.996905709633728065e+02,-1.299627366676110682e+02
-2.264437500000000000e+08,-1.989328449215983312e+02,-2.995704128408048632e+02,-1.295015781306947247e+02
-2.263218750000000000e+08,-1.981465470466195598e+02,-2.995587908105643464e+02,-1.288481924504780523e+02
-2.262000000000000000e+08,-1.977088930783961587e+02,-2.996768063039652361e+02,-1.281505520977358685e+02
-2.260781250000000000e+08,-1.975727470486889388e+02,-2.996869283709606862e+02,-1.274005132678575904e+02
-2.259562500000000000e+08,-1.976894847531319783e+02,-2.995630282314827468e+02,-1.266108277133149187e+02
-2.258343750000000000e+08,-1.980889295533972643e+02,-2.995475179202530853e+02,-1.258561714414288133e+02
-2.257125000000000000e+08,-1.989192883646507539e+02,-2.996690586359383701e+02,-1.252289356906852333e+02
-2.255906250000000000e+08,-2.003765574508106795e+02,-2.996831393570878959e+02,-1.247938200944881970e+02
-2.254687500000000000e+08,-2.024741972786862334e+02,-2.995554732107266886e+02,-1.245645138552182942e+02
-2.253468750000000000e+08,-2.042906345469841938e+02,-2.995359627268537110e+02,-1.244899551381012515e+02
-2.252250000000000000e+08,-2.032013490085977310e+02,-2.996610399136844194e+02,-1.244360302894608594e+02
-2.251031250000000000e+08,-1.989991652641191706e+02,-2.996791996353527452e+02,-1.241622870183353200e+02
-2.249812500000000000e+08,-1.941247724817231983e+02,-2.995477432596482572e+02,-1.233658190891765685e+02
-2.248593750000000000e+08,-1.897518218656340423e+02,-2.995241185830891482e+02,-1.219158025715003077e+02
-2.247375000000000000e+08,-1.861629485833768740e+02,-2.996527432104030595e+02,-1.200466041250535625e+02
-2.246156250000000000e+08,-1.833613899672348566e+02,-2.996751047499682841e+02,-1.181522389656117724e+02
-2.244937500000000000e+08,-1.812850777078521105e+02,-2.995398337005506733e+02,-1.165220274190784124e+02
-2.243718750000000000e+08,-1.798693228512328233e+02,-2.995119786357406042e+02,-1.153025988675053384e+02
-2.242500000000000000e+08,-1.790615764026260877e+02,-2.996441613605212524e+02,-1.145549791269799158e+02
