freq_hz,psd_desired_dBm_per_MHz,psd_interferer_dBm_per_MHz,psd_mixed_dBm_per_MHz
-2.358281250000000000e+08,-1.076111328293657152e+02,-1.662377957631102845e+02,-4.196397348958728912e+01
-2.357062500000000000e+08,-1.083705020208263932e+02,-1.665220473512358694e+02,-4.281703958677545074e+01
-2.355843750000000000e+08,-1.098032472797360128e+02,-1.673352057441418879e+02,-4.394138751403377796e+01
-2.354625000000000000e+08,-1.119638849865467307e+02,-1.686878316833809208e+02,-4.462126288536560992e+01
-2.353406250000000000e+08,-1.149527933183442485e+02,-1.705321976184478672e+02,-4.401612109838100650e+01
-2.352187500000000000e+08,-1.189482309715781980e+02,-1.726071590554751651e+02,-4.250492530213517739e+01
-2.350968750000000000e+08,-1.242862704842639232e+02,-1.740841777121846690e+02,-4.102706986805404199e+01
-2.349750000000000000e+08,-1.316327429952251578e+02,-1.739049817733940699e+02,-4.003173709399791846e+01
-2.348531250000000000e+08,-1.390441929467289413e+02,-1.724365272061561996e+02,-3.964240410242265966e+01
-2.347312500000000000e+08,-1.353499125199121238e+02,-1.707248678657103937e+02,-3.990018005550905400e+01
-2.346093750000000000e+08,-1.313671363309030937e+02,-1.692322571412640855e+02,-4.084625420427332188e+01
-2.344875000000000000e+08,-1.284885886779080693e+02,-1.680540876025536932e+02,-4.250921282753935770e+01
-2.343656250000000000e+08,-1.264899073921041577e+02,-1.671822434031507782e+02,-4.469615903106100063e+01
-2.342437500000000000e+08,-1.252824253092302058e+02,-1.665883405114801121e+02,-4.626546662185046443e+01
-2.341218750000000000e+08,-1.247396333153119201e+02,-1.662488663496201866e+02,-4.564030792287152849e+01
-2.340000000000000000e+08,-1.246812138323296892e+02,-1.661551752506014736e+02,-4.393925632309526463e+01
-2.338781250000000000e+08,-1.248748603780006761e+02,-1.663146837098106516e+02,-4.262351434686729590e+01
-2.337562500000000000e+08,-1.251376613290252919e+02,-1.667439630131325430e+02,-4.201997516166181867e+01
-2.336343750000000000e+08,-1.255172318190406600e+02,-1.674568589299996688e+02,-4.208219124142073042e+01
-2.335125000000000000e+08,-1.262805303352191117e+02,-1.684519545754816363e+02,-4.266997921132349347e+01
-2.333906250000000000e+08,-1.276428673048309861e+02,-1.697017434500542095e+02,-4.355461128260773762e+01
-2.332687500000000000e+08,-1.294288435082362412e+02,-1.711380364396487721e+02,-4.440411417063754129e+01
-2.331468750000000000e+08,-1.308961543861528014e+02,-1.726008396355659897e+02,-4.492906611065839684e+01
-2.330250000000000000e+08,-1.301948891004996653e+02,-1.736898223669463732e+02,-4.513255185261127167e+01
-2.329031250000000000e+08,-1.249989160440273110e+02,-1.737260322858872428e+02,-4.524913117813994745e+01
-2.327812500000000000e+08,-1.189209625144766278e+02,-1.725062497607514160e+02,-4.544396088475900797e+01
-2.326593750000000000e+08,-1.139765586308094498e+02,-1.707303895967937706e+02,-4.567979717420365660e+01
-2.325375000000000000e+08,-1.101851550692758224e+02,-1.690771086014726734e+02,-4.579587910912502480e+01
-2.324156250000000000e+08,-1.073586512012694527e+02,-1.678306434178401787e+02,-4.569830506952291671e+01
-2.322937500000000000e+08,-1.053524988071915800e+02,-1.670615117914768462e+02,-4.545954391351378376e+01
-2.321718750000000000e+08,-1.040714043211385729e+02,-1.667589614996779801e+02,-4.519856844517138938e+01
-2.320500000000000000e+08,-1.034558697269493450e+02,-1.668758838272373737e+02,-4.494134426605666022e+01
-2.319281250000000000e+08,-1.034722298534447873e+02,-1.673417840747138712e+02,-4.463549311386637442e+01
-2.318062500000000000e+08,-1.041067585461607905e+02,-1.680759611114627319e+02,-4.426718874427092487e+01
-2.316843750000000000e+08,-1.053626496831986969e+02,-1.690166893859133666e+02,-4.392522285262589321e+01
-2.315625000000000000e+08,-1.072591575192129483e+02,-1.701592992493057181e+02,-4.374277825450806745e+01
-2.314406250000000000e+08,-1.098330648157975986e+02,-1.715735135134589768e+02,-4.381282130273865505e+01
-2.313187500000000000e+08,-1.131445193529458777e+02,-1.733872288845062144e+02,-4.415958553872857806e+01
-2.311968750000000000e+08,-1.172929922816355486e+02,-1.757664197105981998e+02,-4.475698908701062351e+01
-2.310750000000000000e+08,-1.224351792448149183e+02,-1.789106164063822462e+02,-4.556122887611218175e+01
-2.309531250000000000e+08,-1.283996520919374689e+02,-1.827674178393442048e+02,-4.652097501255465772e+01
-2.308312500000000000e+08,-1.312255159729314755e+02,-1.844846994151482704e+02,-4.752009597490157944e+01
-2.307093750000000000e+08,-1.291147433192470828e+02,-1.814476379067343146e+02,-4.826516917616632441e+01
-2.305875000000000000e+08,-1.272224051100866120e+02,-1.782016046407033514e+02,-4.836121726839888879e+01
-2.304656250000000000e+08,-1.261999849748319775e+02,-1.759420128855497865e+02,-4.777775432472864736e+01
-2.303437500000000000e+08,-1.257692048450702487e+02,-1.745218471916704743e+02,-4.694365576335948731e+01
-2.302218750000000000e+08,-1.256966572290054955e+02,-1.737461188896481303e+02,-4.624422686764046375e+01
-2.301000000000000000e+08,-1.258579799604081302e+02,-1.734413993116777988e+02,-4.578736086918283377e+01
-2.299781250000000000e+08,-1.262520743855412491e+02,-1.734539044075835932e+02,-4.545597443909642266e+01
-2.298562500000000000e+08,-1.269725980454556975e+02,-1.736817767554357488e+02,-4.502008542572815486e+01
-2.297343750000000000e+08,-1.281454048180025893e+02,-1.741148361758796455e+02,-4.431664302681434719e+01
-2.296125000000000000e+08,-1.298131202455212474e+02,-1.748289749037614911e+02,-4.339089791329513446e+01
-2.294906250000000000e+08,-1.316371207858433650e+02,-1.759312705126308742e+02,-4.242157654901899377e+01
-2.293687500000000000e+08,-1.326988000682394500e+02,-1.774960608113634635e+02,-4.156520351886871367e+01
-2.292468750000000000e+08,-1.328915110262481107e+02,-1.794984676480654571e+02,-4.090471479348701678e+01
-2.291250000000000000e+08,-1.330687924408730112e+02,-1.817059411245006686e+02,-4.047380703043904759e+01
-2.290031250000000000e+08,-1.310130053079980712e+02,-1.835638643998494217e+02,-4.028593129284050178e+01
-2.288812500000000000e+08,-1.255532935592631532e+02,-1.844306361191222550e+02,-4.034523666495050520e+01
-2.287593750000000000e+08,-1.204292958764053765e+02,-1.842087008526468708e+02,-4.064397804055874985e+01
-2.286375000000000000e+08,-1.164698946280267364e+02,-1.833360382472703805e+02,-4.115763378078685264e+01
-2.285156250000000000e+08,-1.134994196745754493e+02,-1.823125202251929409e+02,-4.184754361474713846e+01
-2.283937500000000000e+08,-1.113302209223313355e+02,-1.814774432142432943e+02,-4.267351169281300827e+01
-2.282718750000000000e+08,-1.098356028651326994e+02,-1.809467680776378415e+02,-4.360433432447055679e+01
-2.281500000000000000e+08,-1.089331264684212215e+02,-1.806138204865910666e+02,-4.460335797044103856e+01
-2.280281250000000000e+08,-1.085699702830120827e+02,-1.802243238391852174e+02,-4.558331753767620853e+01
-2.279062500000000000e+08,-1.087155559850085638e+02,-1.796033314816833126e+02,-4.638028917888146907e+01
-2.277843750000000000e+08,-1.093602781091026088e+02,-1.788651195310607136e+02,-4.684038942188070109e+01
-2.276625000000000000e+08,-1.105202526483314784e+02,-1.782983579012853284e+02,-4.697687450597715042e+01
-2.275406250000000000e+08,-1.122497147980529917e+02,-1.781439629227372166e+02,-4.695284234409422197e+01
