time_us,I,Q
1.256250000000000089e+00,3.020044527100790299e-02,-7.015070387314942257e-02
1.262499999999999956e+00,3.143995410198111712e-02,-4.766729549922570086e-02
1.268749999999999822e+00,6.990710433585863026e-02,-7.019673895872416414e-02
1.275000000000000133e+00,-1.434441543582599676e-01,9.368700538225879781e-02
1.281250000000000000e+00,-1.152324958884246853e-01,6.114377286766013025e-02
1.287499999999999867e+00,1.276786849721949224e-01,5.295889548701402522e-02
1.293749999999999956e+00,8.037572836052069014e-02,1.829758431341870764e-03
1.300000000000000044e+00,1.459277843850909431e-02,-3.113538314095626140e-03
1.306249999999999911e+00,4.984762471974351489e-02,3.290070555552253306e-02
1.312500000000000000e+00,1.788546394437479092e-02,-4.607175047549042640e-02
1.318750000000000089e+00,-1.222828186390201299e-02,3.260322734608871956e-03
1.324999999999999956e+00,5.255232584913304555e-02,8.201453185982862659e-02
1.331250000000000044e+00,3.500979930692463965e-02,1.937661404162135600e-02
1.337499999999999911e+00,4.131580417124645216e-02,1.141080682240208505e-01
1.343750000000000000e+00,-5.837771983505684464e-02,2.848527761390712981e-02
1.350000000000000089e+00,-7.991898441067488840e-03,4.562270937523030950e-02
1.356249999999999956e+00,-9.744883879029318796e-02,7.730453397881888178e-02
1.362500000000000044e+00,5.015457695243671910e-02,-4.448967711804713288e-02
1.368750000000000133e+00,-2.599575492810689281e-02,-6.901287236992981536e-03
1.375000000000000000e+00,1.113490632856123722e-02,6.287836460402857104e-03
1.381249999999999867e+00,-1.121078925649997143e-01,4.879894435534568725e-02
1.387499999999999956e+00,-1.197629124583613758e-01,-1.100392387327314703e-02
1.393750000000000044e+00,3.237367501308820172e-02,-3.664682707414343432e-02
1.399999999999999911e+00,9.698110830843934688e-03,9.350758466228277499e-02
1.406250000000000000e+00,1.390896608751433262e-02,5.785787900428098103e-03
1.412500000000000089e+00,-1.573310901592495648e-01,1.463615023362931436e-02
1.418749999999999956e+00,8.643793958844679659e-02,-4.221208107566470913e-02
1.424999999999999822e+00,-3.973612223279869918e-03,-7.874288273545328870e-03
1.431250000000000133e+00,-1.566136931416678077e-02,-8.444683656752080547e-02
1.437500000000000000e+00,-7.661069318051455523e-02,-1.549846672826064031e-01
1.443749999999999867e+00,-1.330631500078750529e-01,9.715834775907898624e-02
1.450000000000000178e+00,-7.778881493214341580e-02,-4.311557441636895693e-02
1.456250000000000044e+00,2.483724209141570730e-02,5.454896456984771602e-02
1.462499999999999911e+00,-1.432137682384049086e-02,1.141027983512123839e-02
1.468750000000000000e+00,-3.033108317045953711e-02,3.994685716190241043e-02
1.475000000000000089e+00,-4.369650575706978540e-02,1.176586165741768664e-01
1.481249999999999956e+00,1.170135451554898953e-01,-3.184715938843424993e-02
1.487500000000000044e+00,5.132974037450611232e-02,3.636428342057363566e-02
1.493750000000000133e+00,-8.162513390415375089e-03,-1.379079164305484773e-01
1.500000000000000000e+00,3.289847400020968343e-02,-1.239804701921146252e-01
1.506250000000000089e+00,-6.589062426444415588e-02,1.970286870819649289e-02
1.512499999999999956e+00,4.887301604325521714e-02,1.685233181215081699e-02
1.518750000000000044e+00,-3.774653826320526623e-02,5.404682410854121793e-02
1.524999999999999911e+00,-2.708380948895035625e-02,5.092402420322406781e-02
1.531250000000000000e+00,5.410134959857744452e-02,1.116324821127052946e-01
1.537500000000000089e+00,3.838238076538821875e-02,-1.480206918421933873e-02
1.543749999999999956e+00,-7.733929691344970658e-02,-5.896645416126798656e-03
1.550000000000000044e+00,1.038492931905405092e-01,6.186936723730070836e-02
1.556249999999999911e+00,-5.107520426817158815e-02,-3.720261665539355278e-02
1.562500000000000000e+00,6.994972911605537710e-04,-3.834577498852004274e-02
1.568750000000000089e+00,-4.248783397406327364e-03,-1.065055945708377402e-02
