freq_offset_mhz,psd_dbfs_per_hz
-6.101562500000000000e+01,-1.766255486834984652e+02
-6.097656250000000000e+01,-1.766605873627458436e+02
-6.093750000000000000e+01,-1.766447595286423393e+02
-6.089843750000000000e+01,-1.766034213796428958e+02
-6.085937500000000000e+01,-1.766203885269748071e+02
-6.082031250000000000e+01,-1.766905343073735253e+02
-6.078125000000000000e+01,-1.767229108699935125e+02
-6.074218750000000000e+01,-1.767351911254804975e+02
-6.070312500000000000e+01,-1.767868127283838362e+02
-6.066406250000000000e+01,-1.768384876756744291e+02
-6.062500000000000000e+01,-1.768431107725616585e+02
-6.058593750000000000e+01,-1.768599157257319803e+02
-6.054687500000000000e+01,-1.769269963839647630e+02
-6.050781250000000000e+01,-1.769122503921694545e+02
-6.046875000000000000e+01,-1.767903045648051830e+02
-6.042968750000000000e+01,-1.767667621197321068e+02
-6.039062500000000000e+01,-1.768654992724962085e+02
-6.035156250000000000e+01,-1.768943660492225831e+02
-6.031250000000000000e+01,-1.768187458783761485e+02
-6.027343750000000000e+01,-1.767829877333600734e+02
-6.023437500000000000e+01,-1.768531237451317679e+02
-6.019531250000000000e+01,-1.769187649621231344e+02
-6.015625000000000000e+01,-1.768516734313358256e+02
-6.011718750000000000e+01,-1.767429757286869574e+02
-6.007812500000000000e+01,-1.767643310449684577e+02
-6.003906250000000000e+01,-1.768912438254861001e+02
-6.000000000000000000e+01,-1.769618042501739126e+02
-5.996093750000000000e+01,-1.769208400508763930e+02
-5.992187500000000000e+01,-1.768611935816185223e+02
-5.988281250000000000e+01,-1.768100254969996286e+02
-5.984375000000000000e+01,-1.767068709113140130e+02
-5.980468750000000000e+01,-1.766157198068525531e+02
-5.976562500000000000e+01,-1.766205910764844873e+02
-5.972656250000000000e+01,-1.766353845272733736e+02
-5.968750000000000000e+01,-1.765802033907012287e+02
-5.964843750000000000e+01,-1.765204220990866588e+02
-5.960937500000000000e+01,-1.765130433575097584e+02
-5.957031250000000000e+01,-1.765348249117865009e+02
-5.953125000000000000e+01,-1.765495278630515656e+02
-5.949218750000000000e+01,-1.765350076258192189e+02
-5.945312500000000000e+01,-1.765186628057399787e+02
-5.941406250000000000e+01,-1.765412497783468098e+02
-5.937500000000000000e+01,-1.765767493908723225e+02
-5.933593750000000000e+01,-1.766241466926525163e+02
-5.929687500000000000e+01,-1.766792382548171645e+02
-5.925781250000000000e+01,-1.766506132659410468e+02
-5.921875000000000000e+01,-1.765451473822733135e+02
-5.917968750000000000e+01,-1.764036242948344295e+02
