freq_offset_mhz,psd_dbfs_per_hz
-7.042968750000000000e+01,-1.017606436598892827e+02
-7.039062500000000000e+01,-1.016774369778644740e+02
-7.035156250000000000e+01,-1.017450201357909378e+02
-7.031250000000000000e+01,-1.018534052677861013e+02
-7.027343750000000000e+01,-1.018841241253759335e+02
-7.023437500000000000e+01,-1.018276659405795783e+02
-7.019531250000000000e+01,-1.018142281012000439e+02
-7.015625000000000000e+01,-1.019489550488115412e+02
-7.011718750000000000e+01,-1.020918067099543407e+02
-7.007812500000000000e+01,-1.020467012804136999e+02
-7.003906250000000000e+01,-1.019119546935448284e+02
-7.000000000000000000e+01,-1.018646560656712268e+02
-6.996093750000000000e+01,-1.018429793816875701e+02
-6.992187500000000000e+01,-1.017754077963295174e+02
-6.988281250000000000e+01,-1.017656015172781991e+02
-6.984375000000000000e+01,-1.018043076458980352e+02
-6.980468750000000000e+01,-1.017723765081416190e+02
-6.976562500000000000e+01,-1.017096104459298544e+02
-6.972656250000000000e+01,-1.016926584589523657e+02
-6.968750000000000000e+01,-1.017236632402778866e+02
-6.964843750000000000e+01,-1.018049823749301765e+02
-6.960937500000000000e+01,-1.018518749582806890e+02
-6.957031250000000000e+01,-1.017482863581841173e+02
-6.953125000000000000e+01,-1.016175856574534748e+02
-6.949218750000000000e+01,-1.016545206845466112e+02
-6.945312500000000000e+01,-1.018050721652158757e+02
-6.941406250000000000e+01,-1.018998567239793829e+02
-6.937500000000000000e+01,-1.019108715652599244e+02
-6.933593750000000000e+01,-1.018986220136816456e+02
-6.929687500000000000e+01,-1.018881883533366874e+02
-6.925781250000000000e+01,-1.018712498250709473e+02
-6.921875000000000000e+01,-1.018193310219804744e+02
-6.917968750000000000e+01,-1.017156657675964624e+02
-6.914062500000000000e+01,-1.016109042335953347e+02
-6.910156250000000000e+01,-1.016174263062773946e+02
-6.906250000000000000e+01,-1.017742334385851990e+02
-6.902343750000000000e+01,-1.019000818136684785e+02
-6.898437500000000000e+01,-1.018630197866333589e+02
-6.894531250000000000e+01,-1.018218559224270905e+02
-6.890625000000000000e+01,-1.018499448402995426e+02
-6.886718750000000000e+01,-1.018662922693876567e+02
-6.882812500000000000e+01,-1.018547924739589519e+02
-6.878906250000000000e+01,-1.018191397047740736e+02
-6.875000000000000000e+01,-1.018076191731217506e+02
-6.871093750000000000e+01,-1.018782291879472552e+02
-6.867187500000000000e+01,-1.020061345777011610e+02
-6.863281250000000000e+01,-1.021430451075734283e+02
-6.859375000000000000e+01,-1.021622855934248406e+02
-6.855468750000000000e+01,-1.020211574964626493e+02
-6.851562500000000000e+01,-1.019551439532575046e+02
-6.847656250000000000e+01,-1.020387990128512001e+02
-6.843750000000000000e+01,-1.020372330584063718e+02
-6.839843750000000000e+01,-1.019171393170338433e+02
-6.835937500000000000e+01,-1.018790609092239379e+02
-6.832031250000000000e+01,-1.019245350182648053e+02
-6.828125000000000000e+01,-1.019278762486383130e+02
-6.824218750000000000e+01,-1.018998708130033890e+02
-6.820312500000000000e+01,-1.019002557886074101e+02
-6.816406250000000000e+01,-1.019239950983051557e+02
-6.812500000000000000e+01,-1.019447670588818653e+02
-6.808593750000000000e+01,-1.019507679317606943e+02
-6.804687500000000000e+01,-1.019591425312111568e+02
-6.800781250000000000e+01,-1.019865601900604872e+02
-6.796875000000000000e+01,-1.019966724935462707e+02
-6.792968750000000000e+01,-1.019241251016958927e+02
-6.789062500000000000e+01,-1.018396462899701476e+02
-6.785156250000000000e+01,-1.018865466966895212e+02
-6.781250000000000000e+01,-1.019679228434201548e+02
-6.777343750000000000e+01,-1.019245666021907226e+02
-6.773437500000000000e+01,-1.018824687768378396e+02
-6.769531250000000000e+01,-1.019582799736543279e+02
-6.765625000000000000e+01,-1.020466185431635751e+02
-6.761718750000000000e+01,-1.020249008448128194e+02
-6.757812500000000000e+01,-1.018745605154929308e+02
-6.753906250000000000e+01,-1.017013829750608807e+02
-6.750000000000000000e+01,-1.016646258916334489e+02
-6.746093750000000000e+01,-1.017704224080310098e+02
-6.742187500000000000e+01,-1.018545484496985409e+02
-6.738281250000000000e+01,-1.018311119409556511e+02
-6.734375000000000000e+01,-1.018070806019877352e+02
-6.730468750000000000e+01,-1.018562758282695313e+02
-6.726562500000000000e+01,-1.018774155495854217e+02
-6.722656250000000000e+01,-1.018135390312688315e+02
-6.718750000000000000e+01,-1.017778566460718537e+02
-6.714843750000000000e+01,-1.018229599872169899e+02
-6.710937500000000000e+01,-1.018861388583748209e+02
-6.707031250000000000e+01,-1.019521459073556002e+02
-6.703125000000000000e+01,-1.020195991642967925e+02
-6.699218750000000000e+01,-1.020212740083020151e+02
-6.695312500000000000e+01,-1.019225448433809618e+02
-6.691406250000000000e+01,-1.017782946523505672e+02
-6.687500000000000000e+01,-1.016848864515931723e+02
-6.683593750000000000e+01,-1.016910265012434991e+02
-6.679687500000000000e+01,-1.017286427912268607e+02
-6.675781250000000000e+01,-1.017237100654652693e+02
-6.671875000000000000e+01,-1.017331987934971096e+02
-6.667968750000000000e+01,-1.018359983062227769e+02
-6.664062500000000000e+01,-1.019554926178394396e+02
-6.660156250000000000e+01,-1.019526792156830339e+02
-6.656250000000000000e+01,-1.018995799555135591e+02
-6.652343750000000000e+01,-1.019594154139794284e+02
-6.648437500000000000e+01,-1.020615537580919749e+02
-6.644531250000000000e+01,-1.020256224286939641e+02
-6.640625000000000000e+01,-1.018922693149439453e+02
-6.636718750000000000e+01,-1.017898498780290879e+02
-6.632812500000000000e+01,-1.017236281596890279e+02
-6.628906250000000000e+01,-1.016694053647747751e+02
-6.625000000000000000e+01,-1.016345576269876858e+02
-6.621093750000000000e+01,-1.016610783432777794e+02
-6.617187500000000000e+01,-1.017641662971022640e+02
-6.613281250000000000e+01,-1.018729030533088462e+02
-6.609375000000000000e+01,-1.019581333879713014e+02
-6.605468750000000000e+01,-1.020148877173344033e+02
-6.601562500000000000e+01,-1.019948365482722181e+02
-6.597656250000000000e+01,-1.019205534622312257e+02
-6.593750000000000000e+01,-1.018554479281119995e+02
-6.589843750000000000e+01,-1.018419495320837740e+02
-6.585937500000000000e+01,-1.018728832827660256e+02
-6.582031250000000000e+01,-1.018775250902025107e+02
-6.578125000000000000e+01,-1.018490160810595455e+02
-6.574218750000000000e+01,-1.018578606994349656e+02
